"species","networks"
"Sorbus aucuparia","Albrecht_102_2012; Albrecht_11_2012; Albrecht_111_2011; Albrecht_112_2011; Albrecht_112_2012; Albrecht_13_2012; Albrecht_15_2012; Albrecht_203_2012; Albrecht_30_2012; Albrecht_301_2012; Albrecht_314_2012; Albrecht_315_2011; Albrecht_315_2012; Albrecht_35_2012; Albrecht_36_2012; Garcia_2016; Snow_1988_JJA; Snow_1988_SON"
"Sorbus commixta","Koike_2008"
"Sorindeia grandifolia","Hovestadt_1997"
"Sorindeia madagascariensis","Engel_2000"
"Sorocea hilarii","de_Oliveira_1999"
"Souroubea guianensis","Gorchov_1995"
"Spergula arvensis","Jaroszewicz_2013"
"Spermacoce laevis","Santiago_2014_close_to_remnant; Santiago_2014_far_from_remnant"
"Sphaeradenia garciae","Castano_2018"
"Sphaerocoryne gracilis","Engel_2000"
"Spondias radlkoferi","Castro_Luna_2012"
"Stachyarrhena penduliflora","Correa_2016_Caqueta"
"Stachys sylvatica","Jaroszewicz_2013"
"Stellaria graminea","Jaroszewicz_2013"
"Stellaria media","Jaroszewicz_2013"
"Stellaria nemorum","Jaroszewicz_2013"
"Stellaria uliginosa","Jaroszewicz_2013"
"Sterculia villosa","VELHO; VELHO2"
"Strelitzia nicolai","M_SD_008"
"Stromanthe tonckat","Machado_de_Souza_2019"
"Struthanthus polystachyus","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3"
"Strychnos angolensis","Engel_2000"
"Strychnos mellodora","Engel_2000"
"Strychnos panurensis","Correa_2016_Caqueta"
"Strychnos scheffleri","Engel_2000"
"Strychnos spinosa","Engel_2000"
"Styrax ferrugineus","Malacco_da_Silva_2014"
"Styrax foveolaria","Dehling_2017_Wayqecha_4"
"Suregada zanzibariensis","Engel_2000"
"Syagrus romanzoffiana","Athie_2009"
"Symphoricarpos albus","Jaroszewicz_2013"
"Symplocos arechea","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; SAAV1; SAAV2"
"Symplocos cochinchinensis","Chen_1999"
"Symplocos colorata","SAAV1; SAAV2"
"Symplocos glauca","Chen_1999"
"Symplocos pubescens","Fadini_2004"
"Symplocos sumuntia","Noma_1997"
"Symplocos uniflora","Castro_2015"
"Synaptolepis kirkii","Engel_2000"
"Synsepalum brevipes","Engel_2000"
"Syzigium malaccensis","M_SD_005"
"Syzygium albiflorum","Suzuki_2007"
"Syzygium buxifolium","Noma_1997"
"Syzygium cordatum","Engel_2000"
"Syzygium cumini","Athie_2009; David_2011_tree_focal_watches; Engel_2000; Kamruzzaman_2008; Suzuki_2007"
"Syzygium guineense","Hovestadt_1997"
"Syzygium jambos","Dos_Reis_1983_Cult_et_form_sec; Garcia_Estrada_2012; M_SD_004; M_SD_010_single_partners_added"
"Tabernaemontana elegans","Engel_2000"
"Tabernaemontana litoralis","Ramos_Robles_2016_net10"
"Tabernaemontana pachysiphon","Engel_2000"
"Talauma ovata","M_SD_012"
"Talinum paniculatum","Nogales_2017"
"Tamarindus indica","Engel_2000"
"Tanacetum vulgare","Jaroszewicz_2013"
"Tapirira guianensis","Andrade_2011"
"Tapirira obtusa","Lessa_2010; Lessa_2013"
"Tapura fischeri","Engel_2000; Hovestadt_1997"
"Taraxacum campylodes","Jaroszewicz_2013"
"Taxillus yadoriki","Noma_1997"
"Taxus baccata","Garcia_2016; M_SD_020; MacFarlane_2016; Snow_1988_DJF; Snow_1988_JJA; Snow_1988_SON"
"Tectona grandis","Engel_2000"
"Tephrosia noctiflora","Engel_2000"
"Tetracera boiviniana","Engel_2000"
"Tetrapathaea tetrandra","Wyman_2017"
"Thibaudia crenulata","Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_4; SAAV1"
"Thoracocarpus bissectus","Gorchov_1995"
"Thunbergia alata","Engel_2000"
"Tibouchina calycina","Dehling_2017_Wayqecha_1"
"Tibouchina ochypetala","Quitian_2018_1000Fragmented"
"Tilesia baccata","M_SD_010_single_partners_added"
"Tilia cordata","Jaroszewicz_2013"
"Tococa guianensis","Gorchov_1995"
"Toddalia asiatica","Engel_2000; M_SD_034"
"Tournefortia hisutissima","M_SD_003; M_SD_006"
"Tournefortia psilostachya","Nogales_2017"
"Tournefortia pubescens","Nogales_2017"
"Tournefortia rufo-sericea","Nogales_2017"
"Toxicodendron radicans","Malmborg_1988_1981"
"Tradescantia fluminensis","Nogales_2017"
"Trema micrantha","Athie_2009; Dehling_2017_San_Pedro_4; Hernandez_Montero_2015_B4_Norte; Kessler_Rios_2012; M_SD_009; M_SD_010_single_partners_added; M_SD_012; Quitian_2018_2000Fragmented; Robinson_2015"
"Trema orientalis","Kamruzzaman_2008; M_SD_008; Pratt_1985"
"Triadica cochinchinensis","Chen_1999"
"Tricalysia microphylla","Engel_2000"
"Tricalysia pallens","Engel_2000"
"Trichilia claussenii","Athie_2009; M_SD_009; M_SD_012"
"Trichilia emetica","Engel_2000; M_SD_008"
"Trichilia hirta","Ramos_Robles_2016_net2"
"Trichilia rubra","Correa_2016_Apaporis"
"Trichosanthes tricuspidata","Suzuki_2007"
"Trichostigma polyandrum","Blake_1992"
"Trifolium alpestre","Jaroszewicz_2013"
"Trifolium arvense","Jaroszewicz_2013"
"Trifolium campestre","Jaroszewicz_2013"
"Trifolium dubium","Jaroszewicz_2013"
"Trifolium hybridum","Jaroszewicz_2013"
"Trifolium incarnatum","Jaroszewicz_2013"
"Trifolium montanum","Jaroszewicz_2013"
"Trifolium pratense","Jaroszewicz_2013"
"Trifolium repens","Jaroszewicz_2013"
"Trilepisium madagascariense","M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Tripleurospermum maritimum","Jaroszewicz_2013"
"Tripodanthus acutifolius","Dehling_2017_Wayqecha_2"
"Triumfetta rhomboidea","Engel_2000"
"Trophis mexicana","Garcia_Estrada_2012"
"Turpinia occidentalis","Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4; Quitian_2018_2000Fragmented"
"Turraea floribunda","Engel_2000"
"Turraea nilotica","Engel_2000"
"Uapaca togoensis","Hovestadt_1997"
"Undetermined Dicotyledones Dicotyledones","Jaroszewicz_2013"
"Undetermined Graminoids Graminoids","Jaroszewicz_2013"
"Unona jucunda","Suzuki_2007"
"Urera baccifera","Athie_2009; Blake_1992; M_SD_012; Machado_de_Souza_2019"
"Urera caracasana","Blake_1992"
"Urtica dioica","Jaroszewicz_2013"
"Uvaria acuminata","Engel_2000"
"Uvaria concava","Suzuki_2007"
"Uvariodendron kirkii","Engel_2000"
"Vaccinium bracteatum","Noma_1997"
"Vaccinium cylindraceum","M_SD_031"
"Vallesia glabra","Nogales_2017"
"Vangueria infausta","Engel_2000"
"Vangueria loranthifolia","Engel_2000"
"Vassobia breviflora","Blendinger_2015; Passos_2003"
"Vavaea amicorum","Pratt_1985"
"Vepris simplicifolia","Engel_2000"
"Vepris undulata","M_SD_008"
"Veronica beccabunga","Jaroszewicz_2013"
"Veronica chamaedrys","Jaroszewicz_2013"
"Veronica longifolia","Jaroszewicz_2013"
"Veronica officinalis","Jaroszewicz_2013"
"Veronica scutellata","Jaroszewicz_2013"
"Veronica serpyllifolia","Jaroszewicz_2013"
"Viburnum hallii","Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4"
"Viburnum lantana","Fuentes_1994; Snow_1988_JJA; Snow_1988_SON"
"Viburnum obtectum","Quitian_2018_2000Fragmented; Quitian_2018_2000Natural"
"Viburnum opulus","Albrecht_11_2012; Albrecht_111_2011; Albrecht_111_2012; Albrecht_112_2011; Albrecht_112_2012; Albrecht_15_2012; Albrecht_203_2012; Albrecht_301_2012; Albrecht_315_2011; Albrecht_315_2012; Albrecht_35_2012; Albrecht_36_2012; Snow_1988_DJF"
"Viburnum pichinchense","Zamora_Delgado_2008"
"Viburnum reticulatum","Dehling_2017_Wayqecha_2"
"Viburnum seemenii","Dehling_2017_Wayqecha_4; SAAV1"
"Viburnum tinus","Cruz_2013_Autumn; M_SD_031"
"Vicia cracca","Jaroszewicz_2013"
"Vicia sepium","Jaroszewicz_2013"
"Viola palustris","Jaroszewicz_2013"
"Viola riviniana","Jaroszewicz_2013"
"Virola bicuhyba","Castro_2015; Machado_de_Souza_2019"
"Virola duckei","Correa_2016_Caqueta"
"Viscum album","Snow_1988_DJF; Snow_1988_JJA; Snow_1988_MAM; Snow_1988_SON"
"Viscum obscurum","Castley_2001"
"Vismia baccifera","Lopez_and_Vaughn_2004"
"Vismia brasiliensis","Genrich_2017; Mello_2014_Mata_de_Grota"
"Vismia camparaguey","Lou_2007"
"Vismia cayennensis","Dos_Reis_1983_Cult_et_form_sec"
"Vismia gracilis","Dehling_2017_San_Pedro_1; Lessa_2010"
"Vismia guianensis","Aguilar_Garavito_2014_mature; Castano_2018; Dos_Reis_1983_Cult_et_form_sec; SARM_whole_network_from_paper; Silva_Oliveira_2018"
"Vismia macrophylla","Gorchov_1995"
"Vismia magnoliifolia","Tavares_2007"
"Vismia martiana","Lima_2016"
"Vismia orientalis","Engel_2000"
"Vismia tomentosa","Zamora_Delgado_2008"
"Vitex cooperi","Blake_1992"
"Vitex ferruginea","Engel_2000"
"Vitex peduncularis","Kamruzzaman_2008"
"Vitis bourgaeana","Ramos_Robles_2016_net6; Ramos_Robles_2016_net8"
"Vitis coignetiae","Koike_2008"
"Vitis vinifera","Costa_2013_endozoochory; MacFarlane_2016"
"Vitis vulpina","Malmborg_1988_1980; Malmborg_1988_1981; Malmborg_1988_1982"
"Wilbrandia hibiscoides","Carvalho_2008"
"Witheringia solanacea","Blake_1992; Palmeirim_1989"
"Ximenia americana","Engel_2000"
"Xiphidium caeruleum","Blake_1992; Palmeirim_1989"
"Xylopia aethiopica","Engel_2000"
"Xylopia brasiliensis","M_SD_012"
"Xylopia langsdorfiana","Castro_2015"
"Xylosma panamensis","Ramos_Robles_2016_net3"
"Xylosma pubescens","Blendinger_2015"
"Zanha golungensis","Engel_2000"
"Zanthoxylum chalybeum","Engel_2000"
"Zanthoxylum fagara","Nogales_2017"
"Zanthoxylum hyemale","M_SD_012"
"Zanthoxylum mantaro","Dehling_2017_San_Pedro_1"
"Zanthoxylum martinicensis","M_SD_004; M_SD_005"
"Zanthoxylum zanthoxyloides","Hovestadt_1997"
"Zea mays","Engel_2000"
"Ziziphus jujuba","Engel_2000"
"Zygia longifolia","Correa_2016_Caqueta"
