species,networks,Taxonomy,Notes
Unidentified sp61 M_PL_057,M_PL_057,None,
Unidentified sp61 M_PL_058,M_PL_058,None,
Unidentified sp62 M_PL_044,M_PL_044,None,
Unidentified sp62 M_PL_054,M_PL_054,None,
Unidentified sp62 M_PL_056,M_PL_056,None,
Unidentified sp62 M_PL_057,M_PL_057,None,
Unidentified sp62 M_PL_058,M_PL_058,None,
Unidentified sp63 M_PL_044,M_PL_044,None,
Unidentified sp63 M_PL_054,M_PL_054,None,
Unidentified sp63 M_PL_056,M_PL_056,None,
Unidentified sp63 M_PL_057,M_PL_057,None,
Unidentified sp63 M_PL_058,M_PL_058,None,
Unidentified sp64 M_PL_044,M_PL_044,None,
Unidentified sp64 M_PL_054,M_PL_054,None,
Unidentified sp64 M_PL_056,M_PL_056,None,
Unidentified sp64 M_PL_057,M_PL_057,None,
Unidentified sp64 M_PL_058,M_PL_058,None,
Unidentified sp65 M_PL_044,M_PL_044,None,
Unidentified sp65 M_PL_054,M_PL_054,None,
Unidentified sp65 M_PL_056,M_PL_056,None,
Unidentified sp65 M_PL_057,M_PL_057,None,
Unidentified sp66 M_PL_044,M_PL_044,None,
Unidentified sp66 M_PL_054,M_PL_054,None,
Unidentified sp66 M_PL_056,M_PL_056,None,
Unidentified sp66 M_PL_057,M_PL_057,None,
Unidentified sp67 M_PL_044,M_PL_044,None,
Unidentified sp67 M_PL_054,M_PL_054,None,
Unidentified sp67 M_PL_056,M_PL_056,None,
Unidentified sp67 M_PL_057,M_PL_057,None,
Unidentified sp68 M_PL_044,M_PL_044,None,
Unidentified sp68 M_PL_054,M_PL_054,None,
Unidentified sp68 M_PL_056,M_PL_056,None,
Unidentified sp69 M_PL_044,M_PL_044,None,
Unidentified sp69 M_PL_054,M_PL_054,None,
Unidentified sp69 M_PL_056,M_PL_056,None,
Unidentified sp7 M_PL_013,M_PL_013,None,
Unidentified sp7 M_PL_019,M_PL_019,None,
Unidentified sp7 M_PL_044,M_PL_044,None,
Unidentified sp7 M_PL_045,M_PL_045,None,
Unidentified sp7 M_PL_051,M_PL_051,None,
Unidentified sp7 M_PL_054,M_PL_054,None,
Unidentified sp7 M_PL_055,M_PL_055,None,
Unidentified sp7 M_PL_056,M_PL_056,None,
Unidentified sp7 M_PL_057,M_PL_057,None,
Unidentified sp7 M_PL_062,M_PL_060_03,None,
Unidentified sp7 M_PL_121,M_PL_061_38,None,
Unidentified sp70 M_PL_044,M_PL_044,None,
Unidentified sp70 M_PL_054,M_PL_054,None,
Unidentified sp70 M_PL_056,M_PL_056,None,
Unidentified sp71 M_PL_044,M_PL_044,None,
Unidentified sp71 M_PL_054,M_PL_054,None,
Unidentified sp71 M_PL_056,M_PL_056,None,
Unidentified sp71 M_PL_057,M_PL_057,None,
Unidentified sp72 M_PL_044,M_PL_044,None,
Unidentified sp72 M_PL_054,M_PL_054,None,
Unidentified sp72 M_PL_056,M_PL_056,None,
Unidentified sp72 M_PL_057,M_PL_057,None,
Unidentified sp73 M_PL_044,M_PL_044,None,
Unidentified sp73 M_PL_054,M_PL_054,None,
Unidentified sp73 M_PL_056,M_PL_056,None,
Unidentified sp73 M_PL_057,M_PL_057,None,
Unidentified sp74 M_PL_044,M_PL_044,None,
Unidentified sp74 M_PL_054,M_PL_054,None,
Unidentified sp74 M_PL_056,M_PL_056,None,
Unidentified sp74 M_PL_057,M_PL_057,None,
Unidentified sp75 M_PL_044,M_PL_044,None,
Unidentified sp75 M_PL_054,M_PL_054,None,
Unidentified sp75 M_PL_056,M_PL_056,None,
Unidentified sp75 M_PL_057,M_PL_057,None,
Unidentified sp76 M_PL_044,M_PL_044,None,
Unidentified sp76 M_PL_054,M_PL_054,None,
Unidentified sp76 M_PL_056,M_PL_056,None,
Unidentified sp76 M_PL_057,M_PL_057,None,
Unidentified sp77 M_PL_044,M_PL_044,None,
Unidentified sp77 M_PL_054,M_PL_054,None,
Unidentified sp77 M_PL_056,M_PL_056,None,
Unidentified sp77 M_PL_057,M_PL_057,None,
Unidentified sp78 M_PL_044,M_PL_044,None,
Unidentified sp78 M_PL_054,M_PL_054,None,
Unidentified sp78 M_PL_056,M_PL_056,None,
Unidentified sp78 M_PL_057,M_PL_057,None,
Unidentified sp79 M_PL_044,M_PL_044,None,
Unidentified sp79 M_PL_054,M_PL_054,None,
Unidentified sp79 M_PL_056,M_PL_056,None,
Unidentified sp79 M_PL_057,M_PL_057,None,
Unidentified sp8 M_PL_013,M_PL_013,None,
Unidentified sp8 M_PL_017,M_PL_017,None,
Unidentified sp8 M_PL_019,M_PL_019,None,
Unidentified sp8 M_PL_044,M_PL_044,None,
Unidentified sp8 M_PL_045,M_PL_045,None,
Unidentified sp8 M_PL_054,M_PL_054,None,
Unidentified sp8 M_PL_055,M_PL_055,None,
Unidentified sp8 M_PL_056,M_PL_056,None,
Unidentified sp80 M_PL_044,M_PL_044,None,
Unidentified sp80 M_PL_054,M_PL_054,None,
Unidentified sp80 M_PL_056,M_PL_056,None,
Unidentified sp80 M_PL_057,M_PL_057,None,
Unidentified sp81 M_PL_044,M_PL_044,None,
Unidentified sp81 M_PL_054,M_PL_054,None,
Unidentified sp81 M_PL_056,M_PL_056,None,
Unidentified sp81 M_PL_057,M_PL_057,None,
Unidentified sp82 M_PL_044,M_PL_044,None,
Unidentified sp82 M_PL_054,M_PL_054,None,
Unidentified sp82 M_PL_056,M_PL_056,None,
Unidentified sp82 M_PL_057,M_PL_057,None,
Unidentified sp83 M_PL_044,M_PL_044,None,
Unidentified sp83 M_PL_054,M_PL_054,None,
Unidentified sp83 M_PL_056,M_PL_056,None,
Unidentified sp83 M_PL_057,M_PL_057,None,
Unidentified sp84 M_PL_044,M_PL_044,None,
Unidentified sp84 M_PL_054,M_PL_054,None,
Unidentified sp84 M_PL_056,M_PL_056,None,
Unidentified sp84 M_PL_057,M_PL_057,None,
Unidentified sp85 M_PL_044,M_PL_044,None,
Unidentified sp85 M_PL_054,M_PL_054,None,
Unidentified sp85 M_PL_056,M_PL_056,None,
Unidentified sp85 M_PL_057,M_PL_057,None,
Unidentified sp86 M_PL_044,M_PL_044,None,
Unidentified sp86 M_PL_054,M_PL_054,None,
Unidentified sp86 M_PL_056,M_PL_056,None,
Unidentified sp86 M_PL_057,M_PL_057,None,
Unidentified sp87 M_PL_044,M_PL_044,None,
Unidentified sp87 M_PL_054,M_PL_054,None,
Unidentified sp87 M_PL_056,M_PL_056,None,
Unidentified sp87 M_PL_057,M_PL_057,None,
Unidentified sp88 M_PL_044,M_PL_044,None,
Unidentified sp88 M_PL_054,M_PL_054,None,
Unidentified sp88 M_PL_056,M_PL_056,None,
Unidentified sp88 M_PL_057,M_PL_057,None,
Unidentified sp89 M_PL_044,M_PL_044,None,
Unidentified sp89 M_PL_054,M_PL_054,None,
Unidentified sp89 M_PL_056,M_PL_056,None,
Unidentified sp89 M_PL_057,M_PL_057,None,
Unidentified sp9 M_PL_013,M_PL_013,None,
Unidentified sp9 M_PL_017,M_PL_017,None,
Unidentified sp9 M_PL_044,M_PL_044,None,
Unidentified sp9 M_PL_045,M_PL_045,None,
Unidentified sp9 M_PL_051,M_PL_051,None,
Unidentified sp9 M_PL_055,M_PL_055,None,
Unidentified sp9 M_PL_056,M_PL_056,None,
Unidentified sp9 M_PL_057,M_PL_057,None,
Unidentified sp90 M_PL_044,M_PL_044,None,
Unidentified sp90 M_PL_054,M_PL_054,None,
Unidentified sp90 M_PL_056,M_PL_056,None,
Unidentified sp91 M_PL_044,M_PL_044,None,
Unidentified sp91 M_PL_054,M_PL_054,None,
Unidentified sp91 M_PL_056,M_PL_056,None,
Unidentified sp92 M_PL_044,M_PL_044,None,
Unidentified sp92 M_PL_054,M_PL_054,None,
Unidentified sp92 M_PL_056,M_PL_056,None,
Unidentified sp92 M_PL_057,M_PL_057,None,
Unidentified sp93 M_PL_044,M_PL_044,None,
Unidentified sp93 M_PL_054,M_PL_054,None,
Unidentified sp93 M_PL_056,M_PL_056,None,
Unidentified sp93 M_PL_057,M_PL_057,None,
Unidentified sp94 M_PL_044,M_PL_044,None,
Unidentified sp94 M_PL_054,M_PL_054,None,
Unidentified sp94 M_PL_056,M_PL_056,None,
Unidentified sp94 M_PL_057,M_PL_057,None,
Unidentified sp95 M_PL_044,M_PL_044,None,
Unidentified sp95 M_PL_054,M_PL_054,None,
Unidentified sp95 M_PL_056,M_PL_056,None,
Unidentified sp95 M_PL_057,M_PL_057,None,
Unidentified sp96 M_PL_044,M_PL_044,None,
Unidentified sp96 M_PL_054,M_PL_054,None,
Unidentified sp96 M_PL_056,M_PL_056,None,
Unidentified sp96 M_PL_057,M_PL_057,None,
Unidentified sp97 M_PL_044,M_PL_044,None,
Unidentified sp97 M_PL_054,M_PL_054,None,
Unidentified sp97 M_PL_056,M_PL_056,None,
Unidentified sp97 M_PL_057,M_PL_057,None,
Unidentified sp98 M_PL_044,M_PL_044,None,
Unidentified sp98 M_PL_054,M_PL_054,None,
Unidentified sp98 M_PL_056,M_PL_056,None,
Unidentified sp98 M_PL_057,M_PL_057,None,
Unidentified sp99 M_PL_044,M_PL_044,None,
Unidentified sp99 M_PL_054,M_PL_054,None,
Unidentified sp99 M_PL_056,M_PL_056,None,
Unidentified sp99 M_PL_057,M_PL_057,None,
Unientified sp1 M_PL_019,M_PL_019,None,
Unientified sp2 M_PL_019,M_PL_019,None,
Unientified sp3 M_PL_019,M_PL_019,None,
Unientified sp4 M_PL_019,M_PL_019,None,
Villa sp1 M_PL_019,M_PL_019,Genus,
Xanthochroa sp1 M_PL_057,M_PL_057,Genus,
Xestocephalus sp1 M_PL_044,M_PL_044,Genus,
Xylocopa sp1 M_PL_058,M_PL_058,Genus,
Xylocopa sp1 M_PL_059,M_PL_059,Genus,
Xylota sp1 M_PL_004,M_PL_004,Genus,
Zygaena sp1 M_PL_058,M_PL_058,Genus,
